                EO      EH
doped-Anatase-Ti-vac    Co  0.99    -1.803508376
doped-Anatase-Ti-vac    Cr  -1.20   -0.591696288
doped-Anatase-Ti-vac    Cu  -1.01   0.527404464
doped-Anatase-Ti-vac    Fe  1.67    -2.899923784
doped-Anatase-Ti-vac    Hf  1.38    -2.538642368
doped-Anatase-Ti-vac    Ir  -1.17   -1.295330912
doped-Anatase-Ti-vac    Mn  0.26    -1.588836864
doped-Anatase-Ti-vac    Mo  -3.13   0.223447864
doped-Anatase-Ti-vac    Nb  -1.01   -2.398318248
doped-Anatase-Ti-vac    Ni  -0.56   -0.399813208
doped-Anatase-Ti-vac    Os  -2.48   -0.76532572
doped-Anatase-Ti-vac    Pd  1.07    -2.37979736
doped-Anatase-Ti-vac    Pt  0.72    -2.557233432
doped-Anatase-Ti-vac    Re  -3.28   0.152503328
doped-Anatase-Ti-vac    Rh  -0.20   -1.632060928
doped-Anatase-Ti-vac    Ru  -0.93   -1.443361608
doped-Anatase-Ti-vac    Ta  -1.11   -2.449618944
doped-Anatase-Ti-vac    Tc  -2.46   -0.364680056
doped-Anatase-Ti-vac    V   -0.31   -2.803715752
doped-Anatase-Ti-vac    W   -3.71   0.170410856
doped-Anatase-Ti-vac    Zr  1.49    -2.534615272
doped-Anatase-Ti-vac    Sc  -0.45   -0.367009872
doped-Anatase-Ti-vac    Y   1.74    -2.57009672
doped-Anatase-Ti-vac    Al  -0.52   -0.032050168
doped-Anatase-Ti-vac    B   0.89    -1.880728904
doped-Anatase-Ti-vac    Ga  1.91    -2.516623696
doped-Anatase-Ti-vac    Si  0.30    -1.454398552
doped-Anatase-Ti-vac    Ge  -0.20   -1.213736216
doped-Anatase-Ti-vac    Sn  0.38    -1.463212576
doped-Anatase-Ti-vac    Mg  2.08    -2.556034592
doped-Anatase-Ti-vac    Ca  -0.44   0.006816592
doped-ZnO		Ag  1.43    -2.99
doped-ZnO		Al  -1.35   -2.81
doped-ZnO		Au  0.53    -1.83
doped-ZnO		B   -0.21   -2.65
doped-ZnO		Ca  1.70    -2.70
doped-ZnO		Cd  1.49    -2.52
doped-ZnO		Co  -0.36   -1.89
doped-ZnO		Cr  -3.03   -0.43
doped-ZnO		Cu  0.88    -2.43
doped-ZnO		Fe  -0.97   -1.74
doped-ZnO		Ga  -0.82   -2.68
doped-ZnO		Hf  -3.46   -0.06
doped-ZnO		In  -0.17   -2.66
doped-ZnO		Ir  -2.07   -1.10
doped-ZnO		Mg  1.38    -2.67
doped-ZnO		Mn  -1.73   -1.23
doped-ZnO		Mo  -4.40   0.77
doped-ZnO		Nb  -3.76   -0.75
doped-ZnO		Ni  0.18    -1.89
doped-ZnO		Pd  0.08    -2.47
doped-ZnO		Pt  -0.84   -1.99
doped-ZnO		Re  -3.74   0.31
doped-ZnO		Rh  -1.53   -1.42
doped-ZnO		Ru  -3.02   -0.54
doped-ZnO		Ta  -4.68   -0.37
doped-ZnO		Tc  -3.26   -0.17
doped-ZnO		Ti  -3.83   -0.54
doped-ZnO		V   -3.94   0.19
doped-ZnO		W   -4.25   0.58
doped-ZnO		Sc  -0.89   -2.82
doped-ZnO		Y   -0.61   -2.95
doped-GeO2		Ag  2.52    -2.51
doped-GeO2		Al  2.01    -2.35
doped-GeO2		As  0.28    -2.83
doped-GeO2		Au  1.84    -2.63
doped-GeO2		Cd  1.78    -2.34
doped-GeO2		Co  0.57    -1.94
doped-GeO2		Cr  -0.65   -2.39
doped-GeO2		Cu  2.16    -2.22
doped-GeO2		Fe  0.81    -1.93
doped-GeO2		Ga  2.18    -2.45
doped-GeO2		Hf  0.85    -3.06
doped-GeO2		In  1.98    -2.71
doped-GeO2		Ir  -1.40   -1.47
doped-GeO2		Mn  0.35    -1.65
doped-GeO2		Mo  -3.37   -0.10
doped-GeO2		Nb  -2.20   -1.76
doped-GeO2		Ni  1.28    -2.37
doped-GeO2		Os  -3.03   -0.17
doped-GeO2		Pb  0.88    -2.84
doped-GeO2		Pd  0.85    -2.42
doped-GeO2		Pt  -0.16   -2.07
doped-GeO2		Re  -3.80   -1.44
doped-GeO2		Rh  -0.34   -1.73
doped-GeO2		Ru  -1.57   -0.74
doped-GeO2		Sb  0.47    -2.94
doped-GeO2		Sc  1.91    -2.71
doped-GeO2		Si  1.65    -2.43
doped-GeO2		Sn  1.38    -2.90
doped-GeO2		Ta  -2.15   -2.17
doped-GeO2		Tc  -2.67   -1.90
